char,division,code,orig_simp,acewho_simp,pinyin
𤕻,,agop,,,
𬅨,,agoq,,,
繐,糹一丄心,agor,ajw,,suì
𧯛,,agox,,,
𬗖,,agox,,,
𬗰,,agpt,,,
𣢑,,agqq,,,
𬗩,,agrj,,,
𦇔,,agrl,,,
𦇟,,agrm,,,
𡴍,,agrr,,,
纋,糹丆心夂,agrv,agr,agr,yōu
𢗍,,agrx,,,
纒,糹厂灬土,agsj,ags,ags,chán
𦢖,,agsp,,,
𦅎,,agss,,,
𬳺,,agtm,,,
㞢,屮一,agu,,,
縓,糹厂白小,aguc,agu,agu,quán
𫄆,,ague,,,
卫,卩一,ague,ag,ag,wèi
𠫧,,agui,,,
䌄,糹一人攴,agul,,,gěng
𤕬,,agup,,,
𣱲,,agus,,,
𮉟,,aguw,,,
𬘉,,agvj,,,
沯,水石,agvs,,,zá·zǎn
緉,糹一入入,agvv,agv,agv,liǎng
𥾕,,agw,,,
骊,马一丶,agwm,agw,agw,lí
纚,糹一丶鹿,agww,,,lí·xǐ·lǐ·sǎ
𦃔,,agxk,,,
𫦠,,agxl,,,
𦆡,,agxr,,,
䋶,糹頁,agy,,,xù·xié·xǔ
𰜏,,agys,,,
𩑗,,agyy,,,
𦆐,,ahaa,,,
𦫹,,ahae,,,
𦇴,,ahaf,,,
紘,糹𠂇厶,ahai,aha,aha,hóng
𦃝,,ahav,,,
𨚕,,ahbi,,,
𦂫,,ahbv,,,
𦇩,,ahcs,,,
𦂼,,ahcu,,,
𦃑,,ahcv,,,
𭆙,,ahdi,,,
䯅,马耳又,ahdm,,,niè
緅,糹耳又,ahdo,ahd,ahd,zōu
𦂓,,ahdt,,,
紱,糹𠂇又丶,ahdw,,,fú
䋙,糹耳,ahe,,,ěr
䌍,糹革二,ahee,,,hàn·jǐn
紺,糹艹二,ahee,ahe,ahe,gàn
𫃾,,ahef,,,
𦅠,,aheh,,,
𨠢,,ahei,,,
𬴆,,ahem,,,
𱅋,,ahem,,,
𦂭,,aheo,,,
𦃎,,ahfg,,,
𦄩,,ahfk,,,
𦇪,,ahfw,,,
䌩,糹艹戊丶,ahfw,,,mì·miè
𦄖,,ahfz,,,
緙,糹革,ahg,,,kè
𦆟,,ahgg,,,
𦁜,,ahgi,,,
䪻,厶廾頁,ahgi,,,biàn·fàn
𦆏,,ahgk,,,
𬴌,,ahgm,,,
䌋,糹艹一口,ahgo,,,dā
頮,水廾頁,ahgs,,,huì
𥾰,,ahgu,,,
縙,糹艹耳,ahhe,ahh,ahh,róng·rǒng·ròng
䌰,糹耳耳耳,ahhh,,,shè·niè
𦂍,,ahho,,,
𮈌,,ahhw,,,
𮈇,,ahig,,,
𭚞,,ahii,,,
𤖁,,ahip,,,
牃,爿世木,ahip,,,dié
緤,糹世木,ahiv,ahi,ahi,xiè·yè
纄,糹艹丰辶,ahiz,,,péng
𥾎,,ahj,,,
𡊅,,ahji,,,
𦀇,,ahjv,,,
𦆶,,ahjy,,,
縸,糹艹日大,ahkf,ahk,ahk,mù·mò
𮪤,,ahkm,,,
𫄁,,ahks,,,
䌙,糹龷由八,ahkt,,,huǎng·huàng
緢,糹艹田,ahkt,,,miáo·máo
𦁎,,ahkv,,,
緓,糹艹冂大,ahmf,,,yīng
𦃪,,ahmj,,,
𥿠,,ahmj,,,
𦄧,,ahmk,,,
𦃣,,ahmo,,,
颒,水廾贝,ahms,ahm,ahm,huì
𮉊,,ahok,,,
𱅆,,ahom,,,
䌯,糹艹吅隹,ahot,,,guàn·quán·quān
𮈆,,ahov,,,
𰕇,,ahpi,,,
綨,糹其,ahq,,,jī·qí
𮈙,,ahqe,,,
𪵎,,ahqi,,,
𦄂,,ahqm,,,
骐,马其,ahqm,ahq,ahq,qí
䌲,糹艹千黑,ahrm,,,
紲,糹世,ahs,,,xiè
䌨,糹艹{祭上}示,ahsf,,,cài·cā
𱉡,,ahsi,,,
𦃜,,ahsk,,,
𬳼,,ahsm,,,
𱅬,,ahsm,,,
𤖐,,ahsp,,,
繖,糹龷月攵,ahsp,,,sǎn
𦅢,,ahsr,,,
絠,糹𠂇月,ahsv,,,gǎi·ǎi
𬘎,,ahta,,,
𬴐,,ahtm,,,
𱅦,,ahtm,,,
骤,马耳{飞右},ahtm,ah,ah,zhòu
𤖖,,ahtp,,,
𭷄,,ahtp,,,
䌭,糹艹隹灬,ahts,,,jiāo
𰫩,,ahtv,,,
𦅶,,ahuc,,,
鴘,厶廾鳥,ahui,ahu,ahu,biǎn
𦆬,,ahul,,,
𦆜,,ahuu,,,
𦄫,,ahvc,,,
弁,厶廾,ahvi,ahv,ahv,biàn
𱄼,,ahvm,,,
𫄈,,ahvo,,,
𦅷,,ahwk,,,
𱅄,,ahwm,,,
𭶾,,ahwp,,,
𦇠,,ahwr,,,
𦇎,,ahwr,,,
繱,糹艹丶心,ahwr,,,cōng
縉,,ahxk,,,
縉,糹丌䒑日,ahxk,,,jìn
𦆇,,ahxo,,,
𦇋,,ahxt,,,
𦃸,,ahxv,,,
𦀴,,ahyc,,,
𦃮,,ahyh,,,
⼛,,ai,,,
厶,厶,ai,,ai,sī·mǒu
𣷘,,aias,,,
𦇀,,aibr,,,
𨛟,,aibv,,,
綁,糹丰阝,aibv,aib,aib,bǎng
紂,糹寸,aic,,,zhòu
𡞓,,aicp,,,
𰛋,,aics,,,
𮉄,,aida,,,
𦄜,,aidf,,,
𬗻,,aidm,,,
𦇛,,aidn,,,
𮠏,,aidy,,,
𬻤,,aied,,,
𡴇,,aif,,,
𥾫,,aif,,,
紅,糹工,aig,,,hóng·gōng
𬴃,,aigm,,,
𬇔,,aigs,,,
絊,糹木一,aigu,,,zuì
𠮅,,aihd,,,
𬎨,,aihn,,,
𦄑,,aiib,,,
𦀹,,aiic,,,
𦀳,,aiic,,,
䌝,糹木木示,aiif,,,jìn·jīn
𭪳,,aiis,,,
綝,糹木木,aiiv,ai,aii,lín·chēn·shēn
𬗼,,aiix,,,
𥿣,,aijk,,,
𬴇,,aijm,,,
𬚎,,aijv,,,
繮,糹三田田,aikk,,aik,jiāng
𫄒,,aikp,,,
𬌃,,aikp,,,
練,,aikv,,,
䋘,糹耒,ail,,,chuò·zhuì
𩨉,,ailm,,,
刴,乃木刂,ailn,,ail,duò
𥿉,,aim,,,
𦁾,,aimf,,,
𬱡,,aimn,,,
㭆,乃末,aimn,,,
𤕹,,aimp,,,
𬗯,,ainb,,,
𦄗,,ainb,,,
𦄏,,ains,,,
緗,糹木目,ainv,,,xiāng
練,,ainx,,,
練,,ainx,,,
練,糹木囗丷,ainx,ain,ain,liàn
𨛝,,aiod,,,
𫘢,,aiom,,,
𱅔,,aiom,,,
𬗳,,aiop,,,
𤖂,,aiop,,,
𤖠,,aiop,,,
𤖧,,aiop,,,
綀,糹木口,aiov,aio,aio,shū
𦁼,,aipp,,,
䊷,糹{于下}丿,aipu,,,
𦃵,,aiqr,,,
𬟰,,aiqy,,,
𦇕,,aisp,,,
𦝍,,aiup,,,
䋱,糹木人人,aiuu,,,lái
𬗴,,aiuv,,,
䊾,糹木,aiv,,,mù
𠫡,,aivi,,,
朶,乃木,aivn,,,duǒ
牀,爿木,aivp,,aiv,chuáng
𫃟,,aiw,,,
𤕾,,aiwp,,,
絉,糹木丶,aiwu,,,shù
𮈹,,aiwz,,,
𱅕,,aixm,,,
絿,糹{于下}{四点}丶,aixw,aix,aix,qiú
𦀖,,ajac,,,
紶,糹土厶,ajai,aja,aja,qū·qǔ
𠨡,,ajap,,,
𦇍,,ajaq,,,
𫃽,,ajbu,,,
𦀺,,ajc,,,
𥾝,,ajcb,,,
𡴛,,ajch,,,
𤕿,,ajcp,,,
娤,爿士女,ajcp,,,zhuāng
𨋉,,ajcs,,,
𬘐,,ajdd,,,
𰫳,,ajdo,,,
𤖜,,ajdp,,,
䌤,糹爾,aje,,,zhǐ·shī
繧,糹雨二厶,ajea,aje,aje,wén
䌳,糹爾王丶,ajew,,,shī
𰀣,,ajf,,,
䊿,糹夫,ajf,,,bó·kù
𦅲,,ajfc,,,
𡘾,,ajfp,,,
𬨋,,ajfp,,,
奘,爿士大,ajfp,aj,aj,zàng·zhuǎng
𥿍,,ajg,,,
繻,糹雨而,ajge,ajg,ajg,rú·xū
𦇇,,ajgj,,,
呄,乃古,ajgn,,,gé
𣳖,,ajgs,,,
弉,爿士廾,ajhp,,ajh,zàng
𪤘,,ajii,,,
䌮,糹雨木目,ajin,,,shuāng
𭷈,,ajip,,,
𭷅,,ajip,,,
繞,糹土土兀,ajjg,,,rào
䋽,糹土土寸,ajji,,,běng·pěng
𦅦,,ajjk,,,
𦁊,,ajjl,,,
纉,糹夫夫貝,ajjn,,,zuǎn
𤞛,,ajjp,,,
𨌄,,ajjp,,,
𦅋,,ajjr,,,
絓,糹土土,ajjv,ajj,ajj,guà·kuā
𫷟,,ajjy,,,
𰊿,,ajjy,,,
𦄆,,ajke,,,
𮉗,,ajkm,,,
𬌅,,ajkp,,,
𦆙,,ajkt,,,
緒,糹耂日,ajkv,ajk,ajk,xù
𦇼,,ajlv,,,
𦀃,,ajmj,,,
續,糹士罒貝,ajmn,ajm,ajm,xù
𮕡,,ajmy,,,
盭,幺土皿,ajmy,,,lì
骦,马雨目,ajnm,ajn,ajn,shuāng
繬,糹土囗口,ajno,,,sè
𬌏,,ajnp,,,
紌,糹尤,ajo,,,qiú
𬘍,,ajoa,,,
纈,糹士口頁,ajog,,,xiè·xié
䌧,糹士口寸,ajoi,,,chóu
𩧵,,ajom,,,
𦇅,,ajon,,,
牆,爿土口,ajop,,,qiáng
𪆋,,ajou,,,
𦁱,,ajov,,,
結,糹士口,ajov,ajo,ajo,jié·jiē
𨗟,,ajoz,,,
𩧪,,ajpm,,,
𤕳,,ajpp,,,
𥿔,,ajpt,,,
𰫞,,ajpu,,,
𢿐,,ajpy,,,
紎,糹犬,ajq,,,zī
𦄨,,ajqa,,,
狀,,ajqp,,,
狀,爿犬,ajqp,,,zhuàng
続,糹士冖儿,ajqv,ajq,ajq,xù
𬟲,,ajqy,,,
𬗵,,ajrw,,,
𦄌,,ajrw,,,
綕,糹士心,ajrx,ajr,ajr,zhī
𮪡,,ajsm,,,
𦀗,,ajtt,,,
綾,糹土八夂,ajtv,,ajt,líng
𤖦,,ajup,,,
壯,爿士,ajup,,aju,zhuàng
𥾘,,ajv,,,
𤯓,,ajv,,,
𮈒,,ajve,,,
𦁪,,ajvj,,,
𤯧,,ajvm,,,
𡉟,,ajvp,,,
銺,爿士金,ajvp,,,zàng
坔,水土,ajvs,,ajv,dì·làn
綾,,ajvv,,,
𬘄,,ajwa,,,
䌢,糹雨丶龴,ajwd,,,líng
𦂂,,ajwe,,,
緖,糹耂丶日,ajwk,,,xù
裝,爿士衣,ajwp,ajw,ajw,zhuāng
𣲉,,ajws,,,
𭍼,,ajwu,,,
緈,糹土䒑十,ajxe,,,xìng
繥,糹士䒑口,ajxo,,,xī
𤖥,,ajxp,,,
焋,爿士火,ajxp,,,zhuàng
𦅈,,ajxs,,,
繨,糹土羊辶,ajxz,ajx,ajx,da·dá
𦅙,,ajyw,,,
縺,糹車辶,ajzd,ajz,ajz,lián
𦁚,,akac,,,
骡,马田糸,akam,ak,ak,luó
𦆴,,akas,,,
縲,糹田糸,akav,aka,aka,léi
𠄄,,akbs,,,
𩨀,,akcm,,,
𩨌,,akcm,,,
𫘫,,akcm,,,
𦑇,,akcs,,,
㡫,幺曰乚,akcy,,,yì
𢇋,,akcy,,,
䌈,糹曰羽,akcy,,,tà·tā
𦃯,,akdp,,,
𤿽,,akds,,,
䋥,糹甲二,akee,,,lí
𠫶,,akei,,,
𫘣,,akem,,,
𩧹,,akem,,,
𤖃,,akep,,,
𦁽,,akev,,,
𪜡,,akff,,,
䋿,糹田{畏下},akfu,,,wēi
𦆧,,akgi,,,
緹,糹日一龰,akgl,akg,akg,tí
𥅱,,akgn,,,
䋎,糹日一,akgu,,,zhàn
𱇞,,akgy,,,
繓,糹曰耳又,akhd,,,zuǒ
縪,糹日龷十,akhe,akh,akh,bì
綥,糹田丌,akhj,,,qí
𦁰,,akhv,,,
𬗽,,akii,,,
𬗱,,akim,,,
骒,马日木,akim,aki,aki,kè
𤖇,,akip,,,
綶,糹日木,akiv,,,guǒ
𮉑,,akiw,,,
𰫠,,akj,,,
𬘅,,akjf,,,
𦀔,,akjk,,,
骋,马由丂,akjm,akj,akj,chěng
𬌂,,akjp,,,
𣍒,,akjs,,,
𱇟,,akjy,,,
纝,糹田田糸,akka,,,léi
縄,糹日电,akkd,,,shéng
𦆊,,akke,,,
𠫸,,akki,,,
𦇄,,akkk,,,
𬗡,,akku,,,
𥫅,,akky,,,
𫘨,,aklm,,,
𫡝,,akln,,,
縵,糹曰罒又,akmd,,,màn
緼,糹日皿,akmm,akm,akm,yùn·yūn·wēn
𦄡,,akmq,,,
𦆅,,akmy,,,
縨,糹日⺌兀,akng,,,huǎng
紬,糹由,ako,,,chōu·chóu
𦅡,,akoc,,,
𩧨,,akom,,,
𦧥,,akos,,,
𬴄,,akpm,,,
絏,糹电丿,akpu,akp,akp,xiè
𢆽,,akpy,,,
𠫮,,akqi,,,
𦅿,,akqj,,,
緦,糹田心,akrx,akr,akr,sī
紳,糹申,aks,,,shēn
𩨅,,aksm,,,
𮈬,,akss,,,
𤄥,,akss,,,
緆,糹日勹{两撇},akss,,,xī
𦁠,,aksv,,,
𦂈,,aksv,,,
緭,糹田月,aksv,,,wèi
𪹩,,aksy,,,
細,糹田,akt,,,xì
𦆿,,akta,,,
𩨎,,aktm,,,
畓,水田,akts,,,duō
𦃩,,aktv,,,
䋵,糹曰人乚,akuc,,,yì·yè
𫡄,,akun,,,
𪂌,,akus,,,
𢆯,,akuy,,,
𥿀,,akv,,,
𫄕,,akva,,,
緄,糹日比,akvb,,,gǔn
𭥎,,akvi,,,
𫘥,,akvm,,,
驲,马日,akvm,,,rì
𪜌,,akvn,,,
𰜁,,akvs,,,
沓,水日,akvs,akv,akv,tà·dá
𦃻,,akvx,,,
𦈅,,akwn,,,
𦂕,,aky,,,
𡴐,,akz,,,
𮈎,,akz,,,
𨓬,,akzs,,,
𡅀,,alao,,,
𫃚,,alb,,,
𫨦,,albi,,,
𮉕,,alc,,,
𫃬,,alcd,,,
𦁗,,alcp,,,
𠛩,,ald,,,
𦁭,,aldo,,,
𦆷,,alem,,,
緋,糹非,alf,,,fēi
𬴂,,alfm,,,
𦅵,,algn,,,
𤖊,,algp,,,
𦇱,,alhd,,,
𤖄,,alhp,,,
𦆹,,alji,,,
𰍥,,alji,,,
𦄕,,aljv,,,
纑,糹虍田皿,alkm,al,al,lú
𬌆,,alkp,,,
綽,糹⺊早,alkz,,alk,chuò·chāo
𭃳,,alli,,,
𧌦,,alli,,,
𬠤,,alls,,,
𦁡,,allu,,,
𦅧,,almt,,,
緽,糹⺊貝,alnb,aln,aln,chēng
𦇖,,alng,,,
𫨫,,alni,,,
𥿕,,alov,,,
𥾲,,alp,,,
𦂇,,alpp,,,
𦅱,,alpt,,,
𮈱,,alqe,,,
𦁲,,alqj,,,
𬋿,,alqp,,,
𫃳,,alsw,,,
𨿽,,alti,,,
𬘑,,altk,,,
𤖈,,altp,,,
𧈪,,alv,,,
𬗌,,alv,,,
𧈧,,alvi,,,
紪,糹止匕,alvi,alv,alv,qī·cǐ
𧈦,,alvn,,,
𱅧,,alxm,,,
䌜,糹〢羊八,alxt,,,niè
𦄾,,alxx,,,
𡴧,,alyc,,,
䊼,糹止,alz,,,chǐ
𨔢,,alzd,,,
⻢,,am,,,
马,马,am,,am,mǎ
𦂣,,amaa,,,
𦆮,,amap,,,
纙,糹罒糹隹,amat,,ama,luò
贠,厶贝,ambi,amb,amb,yuán·yùn
𠮘,,amdi,,,
𩧱,,amdm,,,
𥾢,,amee,,,
𬴁,,amem,,,
紻,糹冂大,amfd,amf,amf,yǎng
𩧫,,amfm,,,
𮈪,,amge,,,
䌉,糹罒一止,amgl,,,
絧,糹冂一口,amgo,,,tōng·tóng·dòng
𩒌,,amgy,,,
𡴦,,amh,,,
𦄿,,amh,,,
繷,糹冂龷辰,amhg,amh,amh,nǒng
𬗢,,amhv,,,
𡴅,,amj,,,
𦃿,,amja,,,
𡊏,,amji,,,
𢁔,,amji,,,
𩧬,,amjm,,,
𫄓,,amjq,,,
𥿛,,amjv,,,
纆,糹黑土,amjv,amj,amj,mò
𦃰,,amkd,,,
𦄬,,amkv,,,
𮈣,,amlz,,,
盁,乃皿,ammn,,amm,yíng
泴,水皿,amms,,,guàn
𦀼,,ammu,,,
𰫪,,ammv,,,
𬳶,,amom,,,
𩧲,,amom,,,
𫘱,,amom,,,
𦇏,,amor,,,
繯,糹罒口𧘇,amor,,,huán
絅,糹冂口,amov,amo,amo,jiōng·jiǒng
䌡,糹冂口䒑,amox,,,tǐ
𥾔,,ampu,,,
𦅣,,amrp,,,
𦆂,,amsl,,,
𦇜,,amss,,,
繃,糹山月月,amss,ams,ams,bēng·běng·bèng
䋄,糹冂乂,amti,,,wǎng
𦂴,,amtm,,,
𨾫,,amtn,,,
綗,糹冂八口,amto,,,jiǒng
纗,糹山八口,amto,amt,amt,zuī
䋞,糹冂乂乂,amtt,,,wǎng
繀,糹山隹,amtw,,,suì·cuǐ
𥿑,,amu,,,
𠫣,,amui,,,
𩺈,,amuq,,,
納,糹冂人,amuu,amu,amu,nà
𡴳,,amv,,,
𮈁,,amv,,,
𡴺,,amve,,,
𬘊,,amvv,,,
𦆎,,amxe,,,
繹,糹罒䒑十,amxe,,,yì
𦇧,,amxl,,,
𦆢,,amxl,,,
綱,糹冂䒑山,amxm,amx,amx,gāng
𮈘,,amyc,,,
網,糹冂亠乚,amyc,amy,amy,wǎng
𮈫,,amyu,,,
乃,乃,an,,an,nǎi
𧶀,,anai,,,
𬘒,,anaq,,,
𦁀,,anb,,,
貟,厶貝,anbi,anb,anb,yuán·yún·yùn
𠢼,,anci,,,
𡞩,,anci,,,
緲,糹目小丿,ancp,anc,anc,miǎo
𫃦,,ando,,,
絪,糹囗大,anfd,,,yīn
骃,马囗大,anfm,anf,anf,yīn
縎,糹骨,ang,,,gǔ·hú
𰶺,,angi,,,
𫘡,,angm,,,
𦀄,,angw,,,
絖,糹⺌兀,angw,ang,ang,kuàng
綑,糹囗木,aniv,ani,ani,kǔn
𰫴,,aniy,,,
絸,糹見,anj,,,jiǎn
𦀶,,anjf,,,
𡹍,,anjg,,,
𮈗,,anjg,,,
𩧽,,anjm,,,
𪶂,,anjs,,,
𦅘,,ankv,,,
𦁺,,anm,,,
𥝄,,anma,,,
緔,糹⺌冂口,anmo,,,shàng
㴅,水囗冂,anms,,,
纓,糹貝貝女,annc,,ann,yīng
𮉛,,annt,,,
𮉚,,annx,,,
𦂆,,anob,,,
𦄰,,anog,,,
𮈼,,anom,,,
𫄗,,anom,,,
𦄞,,anov,,,
絗,糹囗口,anov,,,hú
緺,糹冎口,anov,ano,ano,guā·wō
組,糹且,anq,,,zǔ
𦇊,,anqj,,,
驵,马且,anqm,,,zǎng
𤕲,,anqp,,,
䌪,糹門⺈臼,anqu,,,yán·yǎn
䌃,糹⺌月刂,ansl,,,shuò·xiāo
綃,糹⺌月,ansv,,,xiāo
繝,糹門月,ansv,ans,ans,jiàn
鼐,乃目片,antn,ant,ant,nài
𤖎,,antp,,,
𦇾,,anty,,,
𦂮,,antz,,,
𪃰,,anui,,,
縕,糹囗人皿,anum,anu,anu,yùn·yūn·wēn
𱇠,,anuy,,,
𥿖,,anve,,,
𦀝,,anvm,,,
驷,马囗儿,anvm,anv,anv,sì
𣳉,,anvs,,,
𰫫,,anvx,,,
繉,糹目儿{四点},anvx,,,shéng·hún
𦅤,,anyw,,,
𨾃,,aoai,,,
𨽿,,aoai,,,
𣜨,,aobi,,,
邰,厶口阝,aobi,aob,aob,tái
𬗙,,aocf,,,
𫰶,,aoci,,,
𭄪,,aoci,,,
𠡇,,aoci,,,
𠢺,,aoci,,,
𠫩,,aoci,,,
𣟽,,aoci,,,
乨,厶口乚,aoci,,,shǐ
𦂝,,aocs,,,
𪈜,,aocu,,,
𥾴,,aocu,,,
𦀕,,aodb,,,
𩎞,,aodi,,,
𢻙,,aodi,,,
𣠏,,aodi,,,
繾,糹口コ辶,aodz,,aod,qiǎn
𩢠,,aoei,,,
𠄩,,aoei,,,
𮩻,,aoei,,,
𠫺,,aoei,,,
𫢼,,aofi,,,
𢦯,,aofi,,,
𠫪,,aofi,,,
𠳙,,aofi,,,
𤖞,,aofp,,,
𬔠,,aogi,,,
𣠎,,aogi,,,
𩒎,,aogi,,,
𫩞,,aogi,,,
緝,糹口耳,aohe,aoh,aoh,jī·qī
𮉋,,aohf,,,
瓵,厶口瓦,aohi,,,yí
𣙼,,aoii,,,
䢄,厶口木,aoii,,,xǐ·xǐ
枲,厶口木,aoii,,aoi,xǐ
𣗺,,aoji,,,
𫿺,,aoji,,,
𰫟,,aojk,,,
䋲,糹口电,aokd,,,chě·shéng·xǐng·zhè
繟,糹吅日十,aoke,aok,aok,chǎn·chán
𱅁,,aokm,,,
𦄛,,aokt,,,
𫃞,,aoku,,,
刣,厶口刂,aoli,,,zhōng
𫃥,,aolu,,,
𮈩,,aolv,,,
𪓓,,aom,,,
繩,糹黽,aom,,,shéng
𣝜,,aomi,,,
𫖭,,aomi,,,
𥁐,,aomi,,,
𬗏,,aomj,,,
縜,糹口貝,aonb,aon,aon,yún
𧠜,,aoni,,,
𮈻,,aono,,,
𣺪,,aons,,,
𦇞,,aonz,,,
縷,,aooc,,,
縷,糹口口女,aooc,,,lǚ
𠼷,,aooi,,,
繰,糹口吅木,aooi,,,qiāo·sāo
𦃠,,aook,,,
𦀵,,aook,,,
繢,糹口丄貝,aoon,,,huì·huí
𮈨,,aoos,,,
絽,糹口口,aoov,aoo,aoo,lǚ
𢼉,,aopi,,,
𫿥,,aopi,,,
𦥐,,aopi,,,
𣔗,,aoqi,,,
㰧,厶口欠,aoqi,,,hāi
怠,厶口心,aori,aor,aor,dài
𰠔,,aorp,,,
𦀚,,aorr,,,
㣍,厶口彡,aosi,,,tái
𦠋,,aosi,,,
𪱜,,aosi,,,
𣟼,,aosi,,,
𱅖,,aosm,,,
絹,糹口月,aosv,aos,aos,juàn
𨾱,,aoti,,,
𣞟,,aoti,,,
驶,马口乂,aotm,aot,aot,shǐ
𩀢,,aots,,,
𰛘,,aots,,,
𥿗,,aotu,,,
𫛋,,aoui,,,
𦠬,,aoui,,,
𰯠,,aoui,,,
𱈥,,aoui,,,
䯄,马口人,aoum,,,guā
𬌎,,aoup,,,
𦄶,,aout,,,
𡴗,,aouu,,,
𫃜,,aov,,,
𫄌,,aovc,,,
𬆗,,aovi,,,
𫨩,,aovi,,,
台,厶口,aovi,ao,ao,tái·tāi·sì·yí
𰃋,,aovn,,,
𫄉,,aovo,,,
呇,水口,aovs,,aov,qǐ
𣗻,,aowi,,,
𤐮,,aoxi,,,
𤊜,,aoxi,,,
𤒞,,aoxi,,,
𨐹,,aoxi,,,
炱,厶口火,aoxi,aox,aox,tái
𨐠,,aoyi,,,
𬔟,,aoyi,,,
辝,厶口辛,aoyi,,,cí
𬨹,,aozi,,,
迨,厶口辶,aozi,aoz,aoz,dài
⽙,,ap,,,
爿,爿,ap,,,pán·qiáng
𮈔,,apav,,,
𬘈,,apbb,,,
絁,糹𠂉也,apbe,apb,apb,shī
𫄂,,apbf,,,
𬼪,,apbi,,,
紇,糹𠂉乙,apbi,,,hé·gē
𦀢,,apbl,,,
𫘞,,apbm,,,
𤕴,,apbp,,,
𰫰,,apbp,,,
𠬏,,apci,,,
劺,厶牛力,apci,,,móu
𡴕,,apcm,,,
䋦,糹𠂉母,apcm,,,fán
𥿜,,apcx,,,
𡢛,,apcy,,,
䌣,糹⺮尸コ,apdd,,,zuǎn
𥾿,,apeu,,,
𱄽,,apfm,,,
𱅗,,apfm,,,
𥾑,,apfq,,,
𦀅,,apfu,,,
𩓎,,apgi,,,
𦄙,,apgl,,,
𫄏,,apgo,,,
䌗,糹𠂉一灬,apgs,,,fǔ
𫆃,,aphe,,,
𬗛,,aphj,,,
𥾷,,aphv,,,
矣,厶矢,apii,api,api,yǐ
𫄘,,apja,,,
𦅯,,apji,,,
𭷢,,apji,,,
𦇃,,apjk,,,
𤚷,,apki,,,
𩨏,,apkm,,,
𬗺,,apko,,,
𬌌,,apkp,,,
緮,糹𠂉日夂,apkv,apk,apk,fù
𮉌,,aplb,,,
綖,糹丿止廴,aplb,apl,apl,yán·xiàn
䋏,糹𠂉{乍下},aplu,,,zuò·zhà·zuó
𰫬,,apml,,,
䋅,糹牛,apn,,,
牟,厶牛,apni,apn,apn,móu·mù
𦂚,,apns,,,
𭷪,,apoi,,,
𮀈,,apoi,,,
𭷲,,apoi,,,
𭷬,,apoi,,,
𤚥,,apoi,,,
𦀽,,apov,,,
𮈚,,apov,,,
𮈄,,app,,,
收,丩攵,app,ap,ap,shōu
絣,,appe,,,
𤚅,,appi,,,
𤙘,,appn,,,
𤕼,,appp,,,
𭷁,,appp,,,
𥾨,,apq,,,
𦆞,,apqf,,,
欸,厶矢欠,apqi,,apq,ēi·éi·ěi·èi·ǎi
𪯊,,apqk,,,
𤜁,,apri,,,
𦩉,,apri,,,
𣭰,,apri,,,
𰫡,,aps,,,
𱉲,,apsi,,,
𰠑,,apsp,,,
𱇡,,apsy,,,
絑,糹牛八,aptu,,apt,zhū
鴾,厶牛鳥,apui,apu,apu,móu
𦀈,,apve,,,
𰼪,,apvi,,,
𬳽,,apvm,,,
纘,糹⺧儿貝,apvn,apv,apv,zuǎn
𩧭,,apwm,,,
紩,糹牛丶,apwu,apw,apw,zhì
𦂾,,apwz,,,
繙,糹丿米田,apxk,apx,apx,fān
𤕽,,apxp,,,
𦄵,,apxr,,,
𪠠,,apyi,,,
逘,厶矢辶,apzi,apz,apz,yǐ·sì
𬗄,,aqa,,,
𭆝,,aqai,,,
𰆭,,aqai,,,
䋫,糹⺈彐亅,aqbb,,,zhēng
𡴄,,aqbi,,,
驺,马⺈彐,aqbm,aq,aq,zōu
𡥗,,aqbn,,,
𮈮,,aqbr,,,
𥿎,,aqbu,,,
䋓,糹⺈彐,aqbu,,,zhòu
絶,糹⺈巴,aqdb,,,jué
㔢,糹⺈巴力,aqdc,,,jué·xuē
㔃,糹⺈巴刀,aqdd,,,jué·pì·xuē
繲,糹⺈刀牛,aqdp,aqd,aqd,xiè
𢴭,,aqdr,,,
𪵼,,aqds,,,
𦂱,,aqf,,,
𩧰,,aqfm,,,
𱅥,,aqgm,,,
𦂐,,aqgp,,,
𫄍,,aqgu,,,
𭔬,,aqic,,,
𦀉,,aqiv,,,
𥾊,,aqj,,,
緷,糹冖車,aqjc,aqj,aqj,gǔn·yùn
𠘭,,aqji,,,
𦂑,,aqjo,,,
𧢼,,aqjp,,,
𣱻,,aqjs,,,
𫃧,,aqkd,,,
𦅥,,aqkk,,,
𫡐,,aqkn,,,
𮉍,,aqkt,,,
𦀆,,aqkv,,,
𬘇,,aqkv,,,
𰫷,,aqkv,,,
𠫦,,aqmi,,,
𥿨,,aqov,,,
𦆵,,aqov,,,
𦇿,,aqov,,,
絻,糹⺈口儿,aqov,aqo,aqo,miǎn·wèn·mán·wàn
𥿢,,aqpa,,,
繺,糹⺈攵灬,aqps,aqp,aqp,shā·shǎi
䊻,糹欠,aqq,,,yǎn·gān
𣢀,,aqqe,,,
𥿒,,aqqg,,,
𠫠,,aqqi,,,
𥾚,,aqqj,,,
𬳾,,aqqm,,,
㚉,乃夕夕,aqqn,,,gǔ
𰛐,,aqqs,,,
𥿫,,aqqx,,,
𣢄,,aqqy,,,
𢇐,,aqry,,,
𬌍,,aqsp,,,
𰠎,,aqsp,,,
𬳳,,aqtm,,,
